X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm]
4.28949,1.2571,-506.667,0.000610904,0.00961727,0.0197154,0.000208001,0.008831,-0.000265966,0.00884653,0.000192465,-0.273519,0.00875199,0.022484,0.000156141,0.00013704,0.000843627,4.35282,-2.70486,-496.895,0.00427071,-0.0165184,0.00906248,-0.00010066,0.00234794,-0.000210299,0.00236625,-0.000118972,-1.48647,0.00242835,0.0193266,0.000108011,9.77621e-05,0.00057364,4.41089,-6.63993,-498.921,0.00267367,-0.0157734,0.00640856,-0.000302619,5.86564e-05,-3.1952e-06,5.90908e-05,-0.000303054,0.335766,0.00034231,0.0172352,0.000105583,9.35553e-05,0.000562714,4.46944,-10.5746,-501.613,0.00155194,-0.0145842,0.00538299,-0.000331788,-7.71337e-05,-5.29452e-05,-6.54096e-05,-0.000343512,-1.37949,0.000316218,0.0156249,9.22141e-05,8.73287e-05,0.000493735,4.52869,-14.5098,-501.561,0.0011324,-0.0140041,0.00329556,-0.000296181,-4.39764e-05,-6.86221e-05,-2.60875e-05,-0.00031407,-1.32371,0.000301938,0.0144327,0.000111816,0.000107513,0.000597879,4.5875,-18.4451,-505.035,0.000269006,-0.0134637,0.00126524,-0.000219863,-7.40443e-05,-3.15399e-05,-6.57614e-05,-0.000228146,-0.731104,0.000203461,0.0135295,0.000102404,8.95276e-05,0.000551506,4.64672,-22.3796,-507.284,-0.000179418,-0.0121519,0.000894061,-0.00014194,-9.56821e-05,-2.09294e-05,-8.35014e-05,-0.000154121,-0.448391,0.000133944,0.012187,0.000112384,0.000103321,0.000607696,4.70593,-26.314,-509.786,-0.0006378,-0.0107196,-0.00128239,-8.3979e-05,1.53893e-05,-2.23496e-05,2.33043e-05,-9.18939e-05,-0.202249,0.000105748,0.0108185,0.000135016,0.000123027,0.000734716,4.76552,-30.2486,-512.282,-0.000715434,-0.0095162,-0.00378881,-4.20935e-05,0.000135878,-1.59772e-05,0.00013805,-4.42652e-05,-1.48304,0.000165065,0.0102733,0.000133098,0.000129152,0.000727247,4.82551,-34.1827,-514.785,-0.000402083,-0.00781535,-0.00930281,6.89862e-06,-1.43057e-06,3.97049e-05,4.83298e-05,-4.28617e-05,0.754399,8.39709e-05,0.0121589,0.00015601,0.000147367,0.000856239
4.29242,1.27995,-506.655,0.00354283,0.0324746,0.0320646,0.000585748,0.0137216,0.000166607,0.0137363,0.00057103,-0.317063,0.0134599,0.0459754,0.000188138,0.000165091,0.0010163,4.35544,-2.69625,-496.891,0.00688446,-0.00790555,0.0126432,-0.000114058,0.00381474,-0.000223071,0.00382805,-0.000127368,-1.51496,0.00389383,0.0164702,0.000104563,9.46466e-05,0.000555348,4.41357,-6.63053,-498.922,0.00534795,-0.00636522,0.00543066,-0.000475231,7.78829e-05,4.37975e-05,8.178e-05,-0.000479128,1.49055,0.000537014,0.00993493,0.000104114,9.22613e-05,0.000554977,4.4716,-10.564,-501.614,0.00370657,-0.00404228,0.0042346,-0.000595494,-2.10837e-05,1.92654e-05,-1.86065e-05,-0.000597972,0.270185,0.000590054,0.00693324,8.95394e-05,8.47683e-05,0.000479154,4.53028,-14.5014,-501.56,0.00272386,-0.00558357,0.00360361,-0.000503867,0.000315972,-1.25996e-06,0.000316421,-0.000504317,1.26834,0.000717179,0.007192,0.000110984,0.000106684,0.000593241,4.58846,-18.4388,-505.035,0.00123331,-0.00713818,0.00106543,-0.000375658,0.00027091,3.25862e-05,0.000273459,-0.000378207,1.52074,0.000566864,0.00733059,0.000100762,8.80989e-05,0.000542723,4.64717,-22.3748,-507.284,0.000268073,-0.0073826,0.000869376,-0.000290602,0.000137443,3.35948e-05,0.00014128,-0.000294438,1.49419,0.000385178,0.00744136,0.000110603,0.000101733,0.000598779,4.70627,-26.3103,-509.786,-0.00030158,-0.00703524,-0.00172817,-0.000226637,0.000187914,4.8865e-05,0.000194805,-0.000233528,1.45604,0.000371521,0.00725339,0.000133292,0.000121459,0.000725422,4.76553,-30.2456,-512.282,-0.000705441,-0.00655401,-0.00417324,-0.000159889,0.000177579,4.41294e-05,0.000184343,-0.000166653,1.44338,0.000304207,0.0078124,0.000132002,0.00012804,0.000720815,4.82529,-34.1801,-514.784,-0.000618312,-0.00523727,-0.00808513,-6.45683e-05,0.000155788,6.64647e-05,0.00017439,-8.31696e-05,1.29944,0.000228167,0.00965569,0.000155446,0.00014681,0.00085293
4.29456,1.29961,-506.646,0.00568278,0.0521305,0.0411546,0.000775843,0.0175997,0.000456584,0.0176281,0.000747501,1.54159,0.0172665,0.0667799,0.000219968,0.000193004,0.00118812,4.35752,-2.68754,-496.89,0.00897253,0.00079777,0.0138594,-0.000136775,0.00493566,-0.000232108,0.00494713,-0.000148246,-1.52587,0.00502349,0.0165671,0.00010552,9.55215e-05,0.000560513,4.41568,-6.62104,-498.924,0.0074568,0.00312339,0.00408892,-0.000611804,0.000148665,8.19217e-05,0.000157757,-0.000620896,1.46261,0.000727804,0.00913869,0.000104321,9.24204e-05,0.000555751,4.47325,-10.5539,-501.615,0.00535921,0.00607754,0.00297911,-0.000826866,-2.96276e-06,6.43002e-05,3.82466e-06,-0.000833654,1.49426,0.000837264,0.00864281,9.0449e-05,8.56371e-05,0.000484086,4.53152,-14.4926,-501.56,0.00396176,0.00322148,0.00361512,-0.000701131,0.000577378,1.99631e-05,0.000578161,-0.000701914,1.25124,0.00111085,0.00627098,0.000109049,0.000104787,0.000582638,4.58925,-18.4324,-505.035,0.00201697,-0.000784671,0.000866656,-0.000501843,0.000618552,8.68468e-05,0.000626034,-0.000509326,1.49389,0.000985037,0.00236097,0.000100356,8.7716e-05,0.000540335,4.64762,-22.3695,-507.285,0.000724935,-0.0020835,0.000484735,-0.000381201,0.000372049,0.000108178,0.000388214,-0.000397365,1.43155,0.000680419,0.00228788,0.000110292,0.000101433,0.000596901,4.7065,-26.306,-509.786,-6.8349e-05,-0.00274166,-0.00194426,-0.000312314,0.000405948,0.000102503,0.000421034,-0.0003274,1.43198,0.00064987,0.0033764,0.00013325,0.000121408,0.000724964,4.76529,-30.2421,-512.284,-0.000947825,-0.00305495,-0.00566467,-0.000233288,0.000316595,7.28579e-05,0.000326628,-0.00024332,1.4414,0.000495426,0.00651116,0.000131175,0.000127186,0.000715794,4.82508,-34.1777,-514.783,-0.000834788,-0.00281197,-0.00732562,-9.51178e-05,8.92489e-05,0.00010867,0.000140546,-0.000146415,1.13562,0.000249952,0.00789255,0.000154432,0.000145892,0.00084771
4.29564,1.31593,-506.642,0.00676138,0.0684486,0.0446687,0.000905328,0.0202001,0.000613451,0.0202371,0.000868278,1.537,0.0198173,0.0820797,0.000238279,0.000209062,0.00128698,4.35866,-2.67899,-496.89,0.0101097,0.00934902,0.0135898,-0.000151341,0.0057063,-0.000253485,0.00571818,-0.000163228,-1.5282,0.00580219,0.0193854,0.000107344,9.71607e-05,0.000570152,4.41697,-6.61222,-498.925,0.0087526,0.0119386,0.00265235,-0.000720509,0.000131636,7.80918e-05,0.000139063,-0.000727936,1.47841,0.000825264,0.0150847,0.00010651,9.43527e-05,0.000567313,4.47426,-10.5446,-501.617,0.00636705,0.015334,0.00140519,-0.00100204,3.34795e-05,7.89532e-05,4.12473e-05,-0.00100981,1.49609,0.00103374,0.0166722,9.27267e-05,8.77778e-05,0.000496157,4.53217,-14.485,-501.561,0.00461377,0.0108087,0.00303116,-0.000842369,0.000828364,4.15801e-05,0.00082985,-0.000843855,1.24202,0.0014502,0.0121433,0.000111666,0.000107335,0.000596848,4.58962,-18.4262,-505.035,0.00239115,0.00538298,0.000446871,-0.0005923,0.000937881,0.000116791,0.000947396,-0.000601815,1.49507,0.00135278,0.00592484,0.000100254,8.76441e-05,0.000539925,4.6479,-22.3644,-507.287,0.000997872,0.0029905,-0.00145579,-0.000467844,0.000545904,0.000134856,0.000564274,-0.000486214,1.44107,0.000910642,0.00348117,0.000110807,0.000101903,0.00059965,4.70647,-26.3017,-509.786,-0.00010271,0.0015868,-0.00197722,-0.000397457,0.00046483,0.000128927,0.000484831,-0.000417458,1.42611,0.00078215,0.00254676,0.00013325,0.000121407,0.000724955,4.76522,-30.2385,-512.284,-0.00101831,0.000572154,-0.00590498,-0.000285274,0.000473198,0.000127711,0.000495031,-0.000307107,1.40907,0.000701035,0.00602529,0.000131395,0.000127442,0.000717427,4.82467,-34.1749,-514.784,-0.00123995,-1.66797e-05,-0.0084762,-0.000123142,0.000265684,0.000132388,0.000307002,-0.00016446,1.27093,0.000414627,0.0085679,0.000155025,0.000146431,0.000850757
4.2957,1.32737,-506.641,0.00682138,0.0798857,0.0461157,0.00105768,0.0215251,0.0006542,0.0215657,0.00101716,1.53682,0.0210756,0.092531,0.000246054,0.00021593,0.00132917,4.35907,-2.67172,-496.892,0.0105204,0.0166159,0.012099,-0.00016138,0.00613103,-0.000295218,0.00614585,-0.000176206,-1.52455,0.00623665,0.0231311,0.000111771,0.00010114,0.000593428,4.41742,-6.60469,-498.928,0.00919674,0.019473,0.000135809,-0.000827614,0.00021656,7.90748e-05,0.000222771,-0.000833826,1.49447,0.000982297,0.0215691,0.000110814,9.81654e-05,0.000590261,4.47448,-10.5371,-501.62,0.00659319,0.0228365,-0.00200983,-0.00112923,9.68509e-05,9.3479e-05,0.000105525,-0.0011379,1.49589,0.00119669,0.0238647,9.73454e-05,9.21687e-05,0.000521052,4.5323,-14.4785,-501.563,0.00474319,0.0173449,0.000888452,-0.000936681,0.000964875,4.91933e-05,0.000966521,-0.000938327,1.24104,0.00165049,0.0180132,0.000114273,0.000109819,0.000610627,4.58958,-18.4207,-505.036,0.00235179,0.0108716,-0.000378825,-0.00066017,0.00111085,0.000116054,0.00111906,-0.000668375,1.50571,0.00156433,0.0111417,0.000101857,8.90146e-05,0.000548333,4.64788,-22.36,-507.288,0.000981683,0.00747388,-0.00265932,-0.000512182,0.000720805,0.000157745,0.00074125,-0.000532627,1.4458,0.0011082,0.00800084,0.000111532,0.000102554,0.000603384,4.70643,-26.2979,-509.788,-0.000137823,0.00534168,-0.00421574,-0.000428428,0.000554525,0.000172323,0.000584429,-0.000458333,1.40237,0.000905269,0.00681117,0.000133862,0.00012196,0.000728233,4.76531,-30.2353,-512.284,-0.00092912,0.0038074,-0.00597646,-0.000328507,0.000437126,0.000125032,0.000457813,-0.000349194,1.41295,0.000701013,0.00715817,0.000131515,0.000127556,0.000718069,4.82479,-34.1724,-514.783,-0.00112131,0.0025401,-0.00724392,-0.000170493,0.000271509,7.64269e-05,0.000285789,-0.000184773,1.40471,0.000410942,0.00776079,0.000153203,0.00014473,0.000840965
4.29525,1.33325,-506.644,0.00636921,0.0857688,0.0429966,0.00112221,0.0217565,0.000735806,0.0218023,0.00107638,1.53315,0.0212846,0.0961718,0.000242545,0.000212864,0.00131026,4.35857,-2.66586,-496.897,0.0100196,0.0224749,0.0073407,-0.000152616,0.0061907,-0.000291094,0.00620495,-0.000166861,-1.52541,0.00629089,0.0257333,0.000114865,0.00010392,0.000609647,4.41694,-6.59869,-498.933,0.00871764,0.0254695,-0.00485452,-0.000854754,0.000130821,4.45559e-05,0.000132923,-0.000856855,1.5254,0.000950944,0.0273701,0.000112982,0.000100074,0.000601634,4.47417,-10.5313,-501.623,0.00627664,0.0287196,-0.00510507,-0.00117231,5.75496e-05,6.55991e-05,6.25837e-05,-0.00117735,1.51859,0.00121328,0.0298471,9.82742e-05,9.30152e-05,0.000525744,4.5323,-14.4729,-501.566,0.00474322,0.0228538,-0.00147196,-0.000952791,0.00102366,3.86402e-05,0.0010248,-0.000953931,1.24735,0.00171486,0.023396,0.000116472,0.000111863,0.000621919,4.58955,-18.416,-505.039,0.00231671,0.0156231,-0.00304897,-0.000648406,0.00114479,0.00011382,0.00115261,-0.000656224,1.50765,0.00158607,0.0160955,0.000102123,8.92263e-05,0.000549603,4.64776,-22.3558,-507.289,0.000860703,0.0116501,-0.00346254,-0.000517782,0.000753874,0.000124856,0.000766611,-0.00053052,1.474,0.00112958,0.0121887,0.00011248,0.000103439,0.000608691,4.70643,-26.2943,-509.789,-0.000138765,0.00896573,-0.00492764,-0.000447624,0.000641545,0.000139504,0.000659709,-0.000465789,1.44559,0.000979546,0.010235,0.000136536,0.000124404,0.000742947,4.76513,-30.2318,-512.286,-0.00111327,0.00726992,-0.00816772,-0.000342859,0.000526201,0.000135843,0.000547499,-0.000364157,1.41935,0.000794842,0.011,0.000131224,0.000127286,0.000716637,4.82444,-34.1696,-514.785,-0.00147179,0.00530993,-0.009502,-0.000173638,0.000406481,0.000106905,0.000426218,-0.000193375,1.39331,0.000549163,0.0109867,0.000154353,0.000145878,0.000847773
4.29408,1.33383,-506.649,0.00519721,0.0863517,0.0383786,0.00107725,0.0204736,0.000553577,0.020508,0.00104284,1.5402,0.0200071,0.094654,0.000232149,0.00020374,0.00125411,4.35745,-2.66224,-496.899,0.00889816,0.0260991,0.00492027,-0.000160077,0.005893,-0.00030128,0.00590884,-0.000175925,-1.52169,0.00599955,0.0280759,0.00011477,0.000103822,0.000609065,4.41588,-6.5948,-498.937,0.00766052,0.0293554,-0.00880412,-0.000802858,0.000119983,4.61015e-05,0.000122326,-0.000805201,1.52089,0.000894078,0.0316037,0.000113621,0.000100643,0.0006051,4.47337,-10.5273,-501.627,0.00547529,0.032669,-0.00887136,-0.00110898,3.48444e-05,5.02543e-05,3.83956e-05,-0.00111253,1.52781,0.00113594,0.0342998,0.000100502,9.51113e-05,0.00053756,4.53143,-14.4693,-501.569,0.00386877,0.0265338,-0.00481566,-0.000898433,0.00102166,1.29998e-05,0.00102209,-0.00089886,1.2601,0.00166562,0.027248,0.000117789,0.000113182,0.000629339,4.58898,-18.4125,-505.041,0.00174743,0.0191582,-0.0047967,-0.0006155,0.00112831,6.53462e-05,0.00113141,-0.000618596,1.53341,0.00153712,0.0198322,0.000105469,9.21517e-05,0.000567632,4.64766,-22.3523,-507.29,0.000760779,0.0151138,-0.00539222,-0.000492464,0.000732475,8.96259e-05,0.000739716,-0.000499704,1.49829,0.0010801,0.0160673,0.000114044,0.000104863,0.000616987,4.7064,-26.291,-509.79,-0.000172052,0.0122529,-0.00569127,-0.000432468,0.00060651,0.000103364,0.000617352,-0.00044331,1.47271,0.00092269,0.0135143,0.000135705,0.000123648,0.000738495,4.76523,-30.2291,-512.286,-0.00101316,0.0100054,-0.00766949,-0.000330476,0.000546466,8.3938e-05,0.000555148,-0.000339158,1.47611,0.000782011,0.0126516,0.00013363,0.00012963,0.000729872,4.82466,-34.167,-514.786,-0.0012488,0.00786847,-0.00973271,-0.000145341,0.000627061,6.71116e-05,0.000633146,-0.000151425,1.48442,0.000721117,0.0125801,0.000154893,0.000146372,0.000850645
4.29254,1.32937,-506.657,0.00365497,0.0818916,0.030118,0.00097944,0.0184438,0.000533738,0.0184757,0.000947495,1.53828,0.0180207,0.0873466,0.000216532,0.000190009,0.00116967,4.35554,-2.66037,-496.903,0.00698922,0.0279708,0.000693543,-5.00592e-05,0.00536629,-0.000239126,0.00537754,-6.13089e-05,-1.52721,0.00540902,0.0289007,0.000116222,0.000105161,0.000616933,4.41429,-6.59319,-498.939,0.00607393,0.0309686,-0.0113769,-0.00067474,0.000128106,2.77668e-05,0.000129123,-0.000675757,1.53706,0.000770159,0.0335551,0.00011643,0.000103141,0.000620178,4.47207,-10.5257,-501.631,0.00418241,0.0342417,-0.0127306,-0.000968711,-1.32903e-05,2.81807e-06,-1.19761e-05,-0.000970025,-0.654209,0.000967695,0.0367764,0.000101778,9.63454e-05,0.00054465,4.53059,-14.4672,-501.571,0.00302679,0.0285587,-0.00652684,-0.000795003,0.000921412,-4.39294e-05,0.000922816,-0.000796407,-1.54526,0.00149112,0.029454,0.000119317,0.000114659,0.00063756,4.58877,-18.41,-505.044,0.00154303,0.0216277,-0.00764956,-0.000549724,0.00105735,2.44001e-05,0.00105823,-0.000550603,1.18825,0.00141627,0.0229968,0.000105992,9.25365e-05,0.00056991,4.6474,-22.3497,-507.292,0.000496273,0.0177858,-0.00719949,-0.000434056,0.000645222,7.62855e-05,0.000651332,-0.000440167,1.50077,0.000951224,0.0191971,0.000114962,0.00010571,0.000621995,4.70642,-26.2885,-509.791,-0.000151182,0.0147438,-0.00691881,-0.000373116,0.000590822,0.000116984,0.000605517,-0.000387811,1.45193,0.000867153,0.0162895,0.000137399,0.00012516,0.000747024,4.76553,-30.2265,-512.288,-0.000713599,0.0125778,-0.00984311,-0.000283129,0.0005558,0.000118143,0.000572594,-0.000299923,1.43329,0.000767884,0.0159933,0.000132199,0.000128263,0.000722271,4.82491,-34.1649,-514.786,-0.00100346,0.010015,-0.0104141,-0.000148972,0.00050049,0.000101842,0.000516262,-0.000164744,1.41808,0.000615567,0.0144845,0.000155827,0.000147277,0.00085593
4.29067,1.32105,-506.667,0.00179361,0.0735716,0.0198765,0.000897579,0.0154234,0.000361082,0.0154457,0.000875339,0.232725,0.0150272,0.0762569,0.000194923,0.00017111,0.00105327,4.35373,-2.66013,-496.909,0.00518081,0.0282083,-0.00481675,3.87504e-06,0.00450159,-0.000225513,0.00451342,-7.95244e-06,-1.52111,0.00451785,0.0291389,0.000114636,0.000103717,0.000608466,4.41252,-6.59316,-498.943,0.00429916,0.0309975,-0.0149343,-0.000549626,2.42282e-05,-2.03311e-05,2.54039e-05,-0.000550802,-1.52975,0.000585865,0.0346785,0.00011574,0.000102532,0.000616569,4.47066,-10.5262,-501.633,0.00277362,0.0337963,-0.0151587,-0.000794077,-3.1428e-05,-5.13166e-05,-2.67565e-05,-0.000798748,-1.50221,0.000789517,0.0371493,0.000102099,9.66459e-05,0.000546309,4.52952,-14.467,-501.574,0.00195593,0.0288171,-0.0102105,-0.000634382,0.000782186,-5.59372e-05,0.000784588,-0.000636783,-1.5313,0.00123388,0.0306392,0.000118845,0.000114188,0.000634915,4.58795,-18.4089,-505.046,0.000716899,0.0227251,-0.00997069,-0.000427677,0.000846,2.92067e-05,0.000847034,-0.000428711,1.54781,0.00112453,0.024829,0.000106753,9.3292e-05,0.000574692,4.64712,-22.348,-507.294,0.000224305,0.0194265,-0.0086498,-0.000343194,0.00053146,0.00010072,0.000543421,-0.000355155,1.45788,0.00078395,0.0212687,0.000115471,0.00010617,0.000624652,4.70611,-26.2866,-509.794,-0.000460405,0.016642,-0.00969161,-0.000302208,0.000463426,0.000136439,0.000487503,-0.000326285,1.39975,0.000709385,0.0192663,0.000139524,0.000127089,0.000758435,4.76555,-30.2244,-512.287,-0.000685922,0.0146877,-0.00934345,-0.000224949,0.000401748,0.000111171,0.000421535,-0.000244736,1.39979,0.000583771,0.0174228,0.000132574,0.00012861,0.000724157,4.825,-34.1626,-514.786,-0.000908491,0.012252,-0.00999601,-0.000103581,0.0005259,7.63591e-05,0.000535346,-0.000113026,1.45065,0.000600083,0.0158403,0.000158128,0.000149423,0.00086835
4.2884,1.30952,-506.678,-0.000482228,0.0620354,0.00886243,0.000654294,0.0116007,1.31899e-05,0.0116115,0.000643514,-0.305564,0.0113035,0.0626976,0.000168839,0.000148102,0.000911804,4.35169,-2.66076,-496.913,0.00313762,0.027578,-0.00927689,3.54356e-05,0.00342232,-0.000238147,0.00343941,1.83459e-05,-1.50129,0.00343054,0.0293163,0.000114278,0.000103418,0.000606761,4.41063,-6.59422,-498.945,0.00241338,0.0299442,-0.0176524,-0.000382864,8.79343e-07,-2.16195e-05,2.52515e-06,-0.00038451,-1.50604,0.000406112,0.0348448,0.000114852,0.000101741,0.000611759,4.46931,-10.5277,-501.636,0.00142241,0.0322437,-0.0179315,-0.000567033,-5.78006e-05,-4.79463e-05,-5.23759e-05,-0.000572458,-1.47549,0.000551909,0.0369246,0.000100597,9.52193e-05,0.000538244,4.52835,-14.4676,-501.576,0.000790385,0.0281825,-0.0123665,-0.000454307,0.000601201,-8.71759e-05,0.000608477,-0.000461583,-1.48897,0.000930144,0.0307884,0.000118557,0.000113935,0.000633551,4.58715,-18.4084,-505.049,-8.10919e-05,0.0232608,-0.0128227,-0.000310771,0.000618109,-4.94189e-05,0.000620929,-0.00031359,-1.51793,0.000823859,0.0265631,0.000105456,9.21529e-05,0.000567663,4.64664,-22.3468,-507.295,-0.000257263,0.0205902,-0.0101264,-0.00025931,0.000344268,2.43766e-05,0.000345938,-0.000260979,1.32,0.000527513,0.0229488,0.000115554,0.000106275,0.000625493,4.70572,-26.2851,-509.793,-0.000853675,0.0181964,-0.008848,-0.000226078,0.000370149,9.97412e-05,0.000387298,-0.000243228,1.41027,0.000550834,0.0202528,0.000139381,0.000126988,0.000758304,4.76513,-30.2229,-512.288,-0.00111384,0.0161657,-0.0103373,-0.000155519,0.000448452,0.000101072,0.000465526,-0.000172593,1.40942,0.00057177,0.0192241,0.000134918,0.000130901,0.000737124,4.82481,-34.1612,-514.787,-0.00109578,0.0137435,-0.0110738,-1.48177e-05,0.000767181,0.000121882,0.000785812,-3.34484e-05,1.41938,0.000803299,0.0176857,0.000158315,0.00014958,0.000869253
4.28594,1.29548,-506.69,-0.00294381,0.0479963,-0.00272378,0.000533786,0.00759153,-0.000315689,0.00761154,0.000513769,-1.52817,0.00736813,0.0482206,0.000142622,0.000125129,0.000770374,4.34971,-2.66217,-496.918,0.00116273,0.0261673,-0.0139633,0.000138637,0.00223122,-0.000200434,0.00225039,0.000119461,-1.47633,0.0021932,0.0297088,0.000112093,0.000101421,0.000595006,4.40902,-6.59606,-498.947,0.000803374,0.0280993,-0.0196838,-0.000211147,-8.43625e-05,-4.32571e-05,-6.71424e-05,-0.000228367,-1.22262,0.00021775,0.0343175,0.000113912,0.000100919,0.000606911,4.46786,-10.5303,-501.637,-3.29153e-05,0.0296387,-0.0192456,-0.000354746,-0.000108279,-8.20807e-05,-8.20048e-05,-0.00038102,-1.27048,0.000350352,0.0353406,9.98474e-05,9.44921e-05,0.00053409,4.52734,-14.4692,-501.579,-0.000215974,0.0266021,-0.0149536,-0.000285035,0.000402274,-0.000109484,0.000419386,-0.000302146,-1.41642,0.000628069,0.0305185,0.000117323,0.00011268,0.000626487,4.58651,-18.4084,-505.05,-0.00072061,0.0232207,-0.014584,-0.000179394,0.000414116,-6.16562e-05,0.000420589,-0.000185867,-1.46869,0.000538298,0.027432,0.000106789,9.32861e-05,0.000574612,4.6461,-22.3461,-507.297,-0.000797134,0.0213292,-0.0123435,-0.000153099,0.00016771,-1.52911e-05,0.000169159,-0.000154548,-0.686453,0.000280726,0.0246575,0.00011563,0.000106326,0.000625655,4.70546,-26.2841,-509.795,-0.00110543,0.0191841,-0.0105042,-0.000139231,0.00023247,4.34279e-05,0.000238584,-0.000145344,1.45666,0.000335882,0.0219007,0.000137663,0.000125395,0.000748364,4.76466,-30.2214,-512.29,-0.00158288,0.0177187,-0.0115934,-8.4673e-05,0.000292038,4.6941e-05,0.000298892,-9.15264e-05,1.4485,0.000353746,0.0212356,0.000135319,0.000131276,0.000739203,4.82452,-34.1593,-514.786,-0.00138872,0.0155525,-0.00990764,1.32185e-05,0.000198263,2.32862e-05,0.000202567,8.91464e-06,1.45228,0.000198776,0.0184939,0.000158444,0.000149649,0.00086959
